"brand_id","brand_name","brand_generic","brand_manufacturer","brand_use"
"","Cef-3 DS","[Cefixime]","Square Cephalosporins ",""
"","Cef-3 forte","[Cefixime]","Square Cephalosporins ",""
"","Cefadyl","[Cefixime]","Kumudini Pharma ",""
"","Cefadyl","[Cefixime]","Kumudini Pharma ",""
"","Ceferon-3","[Cefixime]","Aexim Pharmaceuticals ",""
"","Ceferon-3","[Cefixime]","Aexim Pharmaceuticals ",""
"","Ceferon-3","[Cefixime]","Aexim Pharmaceuticals ",""
"","Cefesta","[Cefixime]","APC Pharma ",""
"","Cefesta","[Cefixime]","APC Pharma ",""
"","Ceficap","[Cefixime]","Euro Pharma ",""
"","Ceficap","[Cefixime]","Euro Pharma ",""
"","Ceficap","[Cefixime]","Euro Pharma ",""
"","Cefim","[Cefixime]","ACI ltd.",""
"","Cefim","[Cefixime]","ACI ltd.",""
"","Cefim","[Cefixime]","ACI ltd.",""
"","Cefim-3","[Cefixime]","ACI ltd.",""
"","Cefim-3","[Cefixime]","ACI ltd.",""
"","Cefim-3 DS","[Cefixime]","ACI ltd.",""
"","Cefix","[Cefixime]","Globe Pharmaceuticals ",""
"","Cefix","[Cefixime]","Globe Pharmaceuticals ",""
"","Cefix","[Cefixime]","Globe Pharmaceuticals ",""
"","Cefixim","[Cefixime]","Ibn Sina Pharmaceutical",""
"","Cefixim","[Cefixime]","Ibn Sina Pharmaceutical",""
"","Cefixim","[Cefixime]","Ibn Sina Pharmaceutical",""
"","Cefixim","[Cefixime]","Ibn Sina Pharmaceutical",""
"","Cefixim","[Cefixime]","Ibn Sina Pharmaceutical",""
"","Cefixime","[Cefixime]","Apollo Pharmaceutical Laboratories ",""
"","Cefixime","[Cefixime]","Apollo Pharmaceutical Laboratories ",""
"","Cefixime A","[Cefixime]","Ad din Pharmaceuticals ",""
"","Cefixime A","[Cefixime]","Ad din Pharmaceuticals ",""
"","Cefmix","[Cefixime]","Monicopharma ",""
"","Cefmix","[Cefixime]","Monicopharma ",""
"","Cefocef","[Cefixime]","Pharmadesh Laboratories ",""
"","Cefocef DS","[Cefixime]","Pharmadesh Laboratories ",""
"","Cefocef M","[Cefixime]","Pharmadesh Laboratories ",""
"","Ceftid","[Cefixime]","Opsonin Pharma ",""
"","Ceftid","[Cefixime]","Opsonin Pharma ",""
"","Ceftid","[Cefixime]","Opsonin Pharma ",""
"","Ceftid","[Cefixime]","Opsonin Pharma ",""
"","Ceftid","[Cefixime]","Opsonin Pharma ",""
"","Ceftid","[Cefixime]","Opsonin Pharma ",""
"","Ceftid DS","[Cefixime]","Opsonin Pharma ",""
"","Ceftid Paediatric drops","[Cefixime]","Opsonin Pharma ",""
"","Cemix-3","[Cefixime]","Seema Pharmaceuticals ",""
"","Cemix-3","[Cefixime]","Seema Pharmaceuticals ",""
"","Cephoral","[Cefixime]","Labaid Pharmaceuticals ",""
"","Cephoral-200","[Cefixime]","Labaid Pharmaceuticals ",""
"","Cephoral-400","[Cefixime]","Labaid Pharmaceuticals ",""
"","Cexime","[Cefixime]","Glaxo SmithKline Bangladesh ",""
"","Cexime","[Cefixime]","Glaxo SmithKline Bangladesh ",""
"","Cexime","[Cefixime]","Glaxo SmithKline Bangladesh ",""
"","Defim 3","[Cefixime]","Decent Pharma Laboratories ",""
"","Defim 3","[Cefixime]","Decent Pharma Laboratories ",""
"","Denvar","[Cefixime]","Healthcare Pharmaceuticals ",""
"","Denvar","[Cefixime]","Healthcare Pharmaceuticals ",""
"","Denvar","[Cefixime]","Healthcare Pharmaceuticals ",""
"","Denver DS","[Cefixime]","Healthcare Pharmaceuticals ",""
"","Denver DS","[Cefixime]","Healthcare Pharmaceuticals ",""
"","D-Fix","[Cefixime]","Desh Pharmaceuticals ",""
"","D-Fix","[Cefixime]","Desh Pharmaceuticals ",""
"","Duracef","[Cefixime]","Navana Pharmaceuticals ",""
"","Duracef","[Cefixime]","Navana Pharmaceuticals ",""
"","Duracef","[Cefixime]","Navana Pharmaceuticals ",""
"","Duracef","[Cefixime]","Navana Pharmaceuticals ",""
"","Elexime","[Cefixime]","Reliance Pharmaceuticals ",""
"","Elexime","[Cefixime]","Reliance Pharmaceuticals ",""
"","Emixef","[Cefixime]","Incepta Pharmaceuticals ",""
"","Emixef","[Cefixime]","Incepta Pharmaceuticals ",""
"","Emixef","[Cefixime]","Incepta Pharmaceuticals ",""
"","Emixef DS","[Cefixime]","Incepta Pharmaceuticals ",""
"","Evexim","[Cefixime]","Everest Pharmaceuticals ",""
"","Evexim","[Cefixime]","Everest Pharmaceuticals ",""
"","Excef","[Cefixime]","Chemist Laboratories ",""
"","Excef","[Cefixime]","Chemist Laboratories ",""
"","Exiben","[Cefixime]","Benham Pharmaceuticals ",""
"","Exiben","[Cefixime]","Benham Pharmaceuticals ",""
"","Fix A","[Cefixime]","Acme Laboratories ",""
"","Fix A","[Cefixime]","Acme Laboratories ",""
"","Fix A","[Cefixime]","Acme Laboratories ",""
"","Fix A DS","[Cefixime]","Acme Laboratories ",""
"","Fixbac","[Cefixime]","RAK Pharmaceuticals ",""
"","Fixbac","[Cefixime]","RAK Pharmaceuticals ",""
"","Fixbac","[Cefixime]","RAK Pharmaceuticals ",""
"","Fixim","[Cefixime]","Reman Drug Laboratories ",""
"","Fixim","[Cefixime]","Indobangla Pharmaceuticals",""
"","Fixpro","[Cefixime]","NIPRO JMI Pharma ",""
"","Fixpro 200","[Cefixime]","NIPRO JMI Pharma ",""
"","Fixpro 400","[Cefixime]","NIPRO JMI Pharma ",""
"","G Fix","[Cefixime]","GA Company ",""
"","G Fix","[Cefixime]","GA Company ",""
"","G-Cefixime","[Cefixime]","Gonoshasthaya Pharmaceuticals ",""
"","G-Cefixime","[Cefixime]","Gonoshasthaya Pharmaceuticals ",""
"","Gen - 3","[Cefixime]","Amico Laboratories ",""
"","Gen - 3","[Cefixime]","Amico Laboratories ",""
"","Hyxim","[Cefixime]","Millat Pharmaceuticals ",""
"","Hyxim","[Cefixime]","Millat Pharmaceuticals ",""
"","Kefim","[Cefixime]","Kemiko Pharmaceuticals ",""
"","Kefim","[Cefixime]","Kemiko Pharmaceuticals ",""
"","Kefim","[Cefixime]","Kemiko Pharmaceuticals ",""
"","Kefim","[Cefixime]","Kemiko Pharmaceuticals ",""
"","Keor","[Cefixime]","Rephco Pharmaceuticals ",""
"","Keor DS","[Cefixime]","Rephco Pharmaceuticals ",""
"","Keorsp","[Cefixime]","Rephco Pharmaceuticals ",""
"","Kuracef","[Cefixime]","Sanofi Aventis",""
"","Kuracef","[Cefixime]","Sanofi Aventis",""
"","Kuracef","[Cefixime]","Sanofi Aventis",""
"","Kuracef","[Cefixime]","Sanofi Aventis",""
"","Loxim","[Cefixime]","Techno Drugs ",""
"","Loxim","[Cefixime]","Techno Drugs ",""
"","Loxim DS","[Cefixime]","Techno Drugs ",""
"","Neofexim","[Cefixime]","Doctor's Chemicals Works ",""
"","Neofexim","[Cefixime]","Doctor's Chemicals Works ",""
"","Neofix","[Cefixime]","Modern Pharmaceuticals ",""
"","Neofix","[Cefixime]","Modern Pharmaceuticals ",""
"","Ngcef","[Cefixime]","Rangs Pharmaceuticals ",""
"","Ngcef","[Cefixime]","Rangs Pharmaceuticals ",""
"","Novacef-200","[Cefixime]","Novus Pharmaceuticals ",""
"","Novacef-200","[Cefixime]","Novus Pharmaceuticals ",""
"","Odacef","[Cefixime]","Unimed & Unihealth Manufacturers ",""
"","Odacef","[Cefixime]","Unimed & Unihealth Manufacturers ",""
"","Odacef","[Cefixime]","Unimed & Unihealth Manufacturers ",""
"","Odacef","[Cefixime]","Unimed & Unihealth Manufacturers ",""
"","Ofex","[Cefixime]","Delta Pharma ",""
"","Ofex","[Cefixime]","Delta Pharma ",""
"","Ofex","[Cefixime]","Delta Pharma ",""
"","Orcef","[Cefixime]","Renata ",""
"","Orcef","[Cefixime]","Renata ",""
"","Orcef","[Cefixime]","Renata ",""
"","Orcef","[Cefixime]","Renata ",""
"","Orcef","[Cefixime]","Renata ",""
"","Orcef DS","[Cefixime]","Renata ",""
"","Orcef DS","[Cefixime]","Renata ",""
"","Orcef DS","[Cefixime]","Renata ",""
"","Orcef DS","[Cefixime]","Renata ",""
"","Orfix","[Cefixime]","Mystic Pharmaceuticals ",""
"","Orfix","[Cefixime]","Mystic Pharmaceuticals ",""
"","Prexim","[Cefixime]","Ziska Pharmaceuticals ",""
"","Prexim","[Cefixime]","Ziska Pharmaceuticals ",""
"","Prexim","[Cefixime]","Ziska Pharmaceuticals ",""
"","Prexim","[Cefixime]","Ziska Pharmaceuticals ",""
"","Profix","[Cefixime]","Medicon Pharmaceuticals ",""
"","Profix","[Cefixime]","Medicon Pharmaceuticals ",""
"","Rescure","[Cefixime]","Marksman Pharmaceutical ",""
"","Rescure","[Cefixime]","Marksman Pharmaceutical ",""
"","Rofixim","[Cefixime]","Radiant Pharmaceutical ",""
"","Rofixim","[Cefixime]","Radiant Pharmaceutical ",""
"","Rofixim","[Cefixime]","Radiant Pharmaceutical ",""
"","Roxim","[Cefixime]","Eskayef Bangladesh",""
"","Roxim","[Cefixime]","Eskayef Bangladesh",""
"","Roxim","[Cefixime]","Eskayef Bangladesh",""
"","Roxim","[Cefixime]","Eskayef Bangladesh",""
"","Roxim","[Cefixime]","Eskayef Bangladesh",""
"","Roxim","[Cefixime]","Eskayef Bangladesh",""
"","Roxim","[Cefixime]","Eskayef Bangladesh",""
"","Roxim","[Cefixime]","Eskayef Bangladesh",""
"","Roxim","[Cefixime]","Eskayef Bangladesh",""
"","Roxim","[Cefixime]","Eskayef Bangladesh",""
"","Roxim XL","[Cefixime]","Eskayef Bangladesh",""
"","Roxim XL","[Cefixime]","Eskayef Bangladesh",""
"","Roxim-L","[Cefixime]","Eskayef Bangladesh",""
"","Roxim-M","[Cefixime]","Eskayef Bangladesh",""
"","Roxim-S","[Cefixime]","Eskayef Bangladesh",""
"","Sanfix","[Cefixime]","Nuvista Pharma Ltd",""
"","Saver","[Cefixime]","Alco Pharma ",""
"","Saver","[Cefixime]","Alco Pharma ",""
"","Saver","[Cefixime]","Alco Pharma ",""
"","Saver","[Cefixime]","Alco Pharma ",""
"","Setic","[Cefixime]","Novartis",""
"","Setic","[Cefixime]","Novartis",""
"","Setic","[Cefixime]","Novartis",""
"","Sonexim","[Cefixime]","SN Pharmaceuticals ",""
"","Sonexim","[Cefixime]","SN Pharmaceuticals ",""
"","Starcef","[Cefixime]","Beacon Pharmaceuticals ",""
"","Starcef","[Cefixime]","Beacon Pharmaceuticals ",""
"","Suffix","[Cefixime]","Shamsul Al Amin Pharmaceuticals ",""
"","Suffix-200","[Cefixime]","Shamsul Al Amin Pharmaceuticals ",""
"","Suffix-200","[Cefixime]","Shamsul Al Amin Pharmaceuticals ",""
"","Suprax","[Cefixime]","Cosmic Chemical Industries ",""
"","Suprax PFS","[Cefixime]","Cosmic Chemical Industries ",""
"","Suprax-DS","[Cefixime]","Cosmic Chemical Industries ",""
"","Supraxim","[Cefixime]","Silva Pharmaceuticals ",""
"","Supraxim","[Cefixime]","Silva Pharmaceuticals ",""
"","Supraxim","[Cefixime]","Silva Pharmaceuticals ",""
"","T Cef","[Cefixime]","Drug International Ltd.",""
"","T Cef","[Cefixime]","Drug International Ltd.",""
"","T Cef","[Cefixime]","Drug International Ltd.",""
"","T Cef","[Cefixime]","Drug International Ltd.",""
"","T-Cef DS","[Cefixime]","Drug International Ltd.",""
"","Texit","[Cefixime]","Apex Pharmaceuticals ",""
"","Texit","[Cefixime]","Apex Pharmaceuticals ",""
"","Texit","[Cefixime]","Apex Pharmaceuticals ",""
"","Tgocef","[Cefixime]","Somatec Pharmaceuticals ",""
"","Tgocef","[Cefixime]","Somatec Pharmaceuticals ",""
"","Tgocef","[Cefixime]","Somatec Pharmaceuticals ",""
"","Tocef","[Cefixime]","General Pharmaceuticals ",""
"","Tocef","[Cefixime]","General Pharmaceuticals ",""
"","Tocef","[Cefixime]","General Pharmaceuticals ",""
"","Tocef","[Cefixime]","General Pharmaceuticals ",""
"","Tricef","[Cefixime]","Ambee Pharmaceuticals ",""
"","Tricef M","[Cefixime]","Ambee Pharmaceuticals ",""
"","Trifix","[Cefixime]","Pacific Pharmaceuticals ",""
"","Trifix","[Cefixime]","Pacific Pharmaceuticals ",""
"","Triocef-200","[Cefixime]","Nipa Pharmaceuticals ",""
"","Triocef-200","[Cefixime]","Nipa Pharmaceuticals ",""
"","Triocef-200","[Cefixime]","Nipa Pharmaceuticals ",""
"","Triocim","[Cefixime]","Beximco Pharmaceuticals ",""
"","Triocim","[Cefixime]","Beximco Pharmaceuticals ",""
"","Triocim","[Cefixime]","Beximco Pharmaceuticals ",""
"","Triocim DS","[Cefixime]","Beximco Pharmaceuticals ",""
"","Truso","[Cefixime]","Orion Pharma ",""
"","Truso","[Cefixime]","Orion Pharma ",""
"","Truso","[Cefixime]","Orion Pharma ",""
"","Truso","[Cefixime]","Orion Pharma ",""
"","Truso DS","[Cefixime]","Orion Pharma ",""
"","Tyfax","[Cefixime]","White Horse Pharma",""
"","Tyfax","[Cefixime]","White Horse Pharma",""
"","Tyfax","[Cefixime]","White Horse Pharma",""
"","Unifix","[Cefixime]","Syntho Laboratories ",""
"","Unifix","[Cefixime]","Syntho Laboratories ",""
"","Velofix","[Cefixime]","Pharmasia ",""
"","Velofix","[Cefixime]","Pharmasia ",""
"","Velofix","[Cefixime]","Pharmasia ",""
"","Velofix DS","[Cefixime]","Pharmasia ",""
"","Xifim","[Cefixime]","Bristol Pharma ",""
"","Xifim","[Cefixime]","Bristol Pharma ",""
"","Xylocef","[Cefixime]","Libra Pharmaceuticls ",""
"","Xylocef","[Cefixime]","Libra Pharmaceuticls ",""
"","Zemicef","[Cefixime]","Popular Pharmaceuticals ",""
"","Zemicef","[Cefixime]","Popular Pharmaceuticals ",""
"","Zemicef","[Cefixime]","Popular Pharmaceuticals ",""
"","Zemicef","[Cefixime]","Popular Pharmaceuticals ",""
"","Zemicef","[Cefixime]","Popular Pharmaceuticals ",""
"","Zemicef DS","[Cefixime]","Popular Pharmaceuticals ",""
"","Zenicef","[Cefixime]","Zenith Pharmaceuticals ",""
"","Zenicef","[Cefixime]","Zenith Pharmaceuticals ",""
"","Cefot IV/IM","[Cefotaxime]","ACI ltd.",""
"","Cefot IV/IM","[Cefotaxime]","ACI ltd.",""
"","Cefot IV/IM","[Cefotaxime]","ACI ltd.",""
"","Cefot IV/IM","[Cefotaxime]","ACI ltd.",""
"","Cefotax IV/IM","[Cefotaxime]","Renata ",""
"","Cefotax IV/IM","[Cefotaxime]","Renata ",""
"","Cefotax IV/IM","[Cefotaxime]","Renata ",""
"","Cefotime IV/IM","[Cefotaxime]","Incepta Pharmaceuticals ",""
"","Cefotime IV/IM","[Cefotaxime]","Incepta Pharmaceuticals ",""
"","Cefotime IV/IM","[Cefotaxime]","Incepta Pharmaceuticals ",""
"","Ceftax IV/IM","[Cefotaxime]","Opsonin Pharma ",""
"","Ceftax IV/IM","[Cefotaxime]","Opsonin Pharma ",""
"","Ceftax IV/IM","[Cefotaxime]","Opsonin Pharma ",""
"","Cetaxim IV/IM","[Cefotaxime]","Globe Pharmaceuticals ",""
"","Cetaxim IV/IM","[Cefotaxime]","Globe Pharmaceuticals ",""
"","Diabac","[Cefotaxime]","Drug International Ltd.",""
"","Diabac IV/IM","[Cefotaxime]","Drug International Ltd.",""
"","Diabac IV/IM","[Cefotaxime]","Drug International Ltd.",""
"","Maxcef IV/IM","[Cefotaxime]","Square Pharmaceuticals ",""
"","Maxcef IV/IM","[Cefotaxime]","Square Cephalosporins ",""
"","Maxcef IV/IM","[Cefotaxime]","Square Cephalosporins ",""
"","Taxceph IV/IM","[Cefotaxime]","Ibn Sina Pharmaceutical",""
"","Taxceph IV/IM","[Cefotaxime]","Ibn Sina Pharmaceutical",""
"","Taxceph IV/IM","[Cefotaxime]","Ibn Sina Pharmaceutical",""
"","Taxim IV/IM","[Cefotaxime]","Acme Laboratories ",""
"","Taxim IV/IM","[Cefotaxime]","Acme Laboratories ",""
"","Taxim IV/IM","[Cefotaxime]","Acme Laboratories ",""
"","Torped IV/IM","[Cefotaxime]","Orion Pharma ",""
"","Torped IV/IM","[Cefotaxime]","Orion Pharma ",""
"","Torped IV/IM","[Cefotaxime]","Orion Pharma ",""
"","Force","[Cefpirome]","Square Cephalosporins ",""
"","Duo-5","[Cefpodoxime ; Clavulanic Acid]","Incepta Pharmaceuticals ",""
"","Duo-5 LS","[Cefpodoxime ; Clavulanic Acid]","Incepta Pharmaceuticals ",""
"","Xtabac 100","[Cefpodoxime ; Clavulanic Acid]","Opsonin Pharma ",""
"","Xtabac 200","[Cefpodoxime ; Clavulanic Acid]","Opsonin Pharma ",""
"","Cedofax","[Cefpodoxime]","White Horse Pharma",""
"","Cedofax","[Cefpodoxime]","White Horse Pharma",""
"","Cefdox","[Cefpodoxime]","ACI ltd.",""
"","Cefdox","[Cefpodoxime]","ACI ltd.",""
"","Cefdox","[Cefpodoxime]","ACI ltd.",""
"","Cefdox","[Cefpodoxime]","ACI ltd.",""
"","Cefdox DS","[Cefpodoxime]","ACI ltd.",""
"","Cefipod","[Cefpodoxime]","Asiatic Laboratories ",""
"","Cefipod","[Cefpodoxime]","Asiatic Laboratories ",""
"","Cefipod","[Cefpodoxime]","Asiatic Laboratories ",""
"","Cefipod","[Cefpodoxime]","Asiatic Laboratories ",""
"","Cefipod","[Cefpodoxime]","Asiatic Laboratories ",""
"","Cefobid","[Cefpodoxime]","Unimed & Unihealth Manufacturers ",""
"","Cefodim","[Cefpodoxime]","Pacific Pharmaceuticals ",""
"","Cefodim","[Cefpodoxime]","Pacific Pharmaceuticals ",""
"","Cefodim","[Cefpodoxime]","Pacific Pharmaceuticals ",""
"","Cefodox","[Cefpodoxime]","Bristol Pharma ",""
"","Cefodox","[Cefpodoxime]","Bristol Pharma ",""
"","Cefomin","[Cefpodoxime]","Popular Pharmaceuticals ",""
"","Cefomin","[Cefpodoxime]","Popular Pharmaceuticals ",""
"","Cefomin","[Cefpodoxime]","Popular Pharmaceuticals ",""
"","Cefoprox","[Cefpodoxime]","Leon Pharmaceuticals ",""
"","Ceforan","[Cefpodoxime]","Drug International Ltd.",""
"","Ceforan","[Cefpodoxime]","Drug International Ltd.",""
"","Ceforan","[Cefpodoxime]","Drug International Ltd.",""
"","Ceforan","[Cefpodoxime]","Drug International Ltd.",""
"","Ceforan","[Cefpodoxime]","Drug International Ltd.",""
"","Ceforan","[Cefpodoxime]","Drug International Ltd.",""
"","Ceforan-DS","[Cefpodoxime]","Drug International Ltd.",""
"","Cepdoxim","[Cefpodoxime]","Alco Pharma ",""
"","Cepdoxim","[Cefpodoxime]","Alco Pharma ",""
"","Cepdoxim","[Cefpodoxime]","Alco Pharma ",""
"","Cepdoxim","[Cefpodoxime]","Alco Pharma ",""
"","Cepoxid","[Cefpodoxime]","Apex Pharmaceuticals ",""
"","Cepoxid","[Cefpodoxime]","Apex Pharmaceuticals ",""
"","Cepoxid","[Cefpodoxime]","Apex Pharmaceuticals ",""
"","Cepoxid","[Cefpodoxime]","Apex Pharmaceuticals ",""
"","Cepoxid DS","[Cefpodoxime]","Apex Pharmaceuticals ",""
"","Cp","[Cefpodoxime]","Acme Laboratories ",""
"","CP","[Cefpodoxime]","Acme Laboratories ",""
"","CP Paediatric Drops","[Cefpodoxime]","Acme Laboratories ",""
"","Cp P-Dps","[Cefpodoxime]","Acme Laboratories ",""
"","CP-DS","[Cefpodoxime]","Acme Laboratories ",""
"","Desbac","[Cefpodoxime]","General Pharmaceuticals ",""
"","Desbac","[Cefpodoxime]","General Pharmaceuticals ",""
"","Desbac","[Cefpodoxime]","General Pharmaceuticals ",""
"","Dofixim","[Cefpodoxime]","Ibn Sina Pharmaceutical",""
"","Dofixim","[Cefpodoxime]","Ibn Sina Pharmaceutical",""
"","Dofixim","[Cefpodoxime]","Ibn Sina Pharmaceutical",""
"","Dxproxil","[Cefpodoxime]","Monicopharma ",""
"","E - Pod","[Cefpodoxime]","Edruc ",""
"","E-Pod","[Cefpodoxime]","Edruc ",""
"","Epoxim","[Cefpodoxime]","Peoples Pharma ",""
"","Epoxim","[Cefpodoxime]","Peoples Pharma ",""
"","Epoxim","[Cefpodoxime]","Peoples Pharma ",""
"","Evedoxim","[Cefpodoxime]","Everest Pharmaceuticals ",""
"","Evedoxim","[Cefpodoxime]","Everest Pharmaceuticals ",""
"","Evedoxim","[Cefpodoxime]","Everest Pharmaceuticals ",""
"","Instina","[Cefpodoxime]","Ziska Pharmaceuticals ",""
"","Kidcef","[Cefpodoxime]","Beacon Pharmaceuticals ",""
"","Metoxim","[Cefpodoxime]","Novartis",""
"","Neoprox","[Cefpodoxime]","Somatec Pharmaceuticals ",""
"","Neoprox","[Cefpodoxime]","Somatec Pharmaceuticals ",""
"","Neoprox","[Cefpodoxime]","Somatec Pharmaceuticals ",""
"","Neoprox DS","[Cefpodoxime]","Somatec Pharmaceuticals ",""
"","Pedicef","[Cefpodoxime]","Orion Pharma ",""
"","Pedicef DS","[Cefpodoxime]","Orion Pharma ",""
"","Pedicef PD","[Cefpodoxime]","Orion Pharma ",""
"","Podo","[Cefpodoxime]","Kemiko Pharmaceuticals ",""
"","Podo","[Cefpodoxime]","Kemiko Pharmaceuticals ",""
"","Podo","[Cefpodoxime]","Kemiko Pharmaceuticals ",""
"","Podoxi","[Cefpodoxime]","Chemist Laboratories ",""
"","Podoxi","[Cefpodoxime]","Chemist Laboratories ",""
"","Proctil","[Cefpodoxime]","Medicon Pharmaceuticals ",""
"","Rovantin","[Cefpodoxime]","Opsonin Pharma ",""
"","Rovantin","[Cefpodoxime]","Opsonin Pharma ",""
"","Rovantin","[Cefpodoxime]","Opsonin Pharma ",""
"","Rovantin","[Cefpodoxime]","Opsonin Pharma ",""
"","Rovantin DS","[Cefpodoxime]","Opsonin Pharma ",""
"","Roxetil","[Cefpodoxime]","Healthcare Pharmaceuticals ",""
"","Sarelox","[Cefpodoxime]","Sanofi Aventis",""
"","Sarelox","[Cefpodoxime]","Sanofi Aventis",""
"","Sarelox","[Cefpodoxime]","Sanofi Aventis",""
"","Sarelox","[Cefpodoxime]","Sanofi Aventis",""
"","Sarelox DS","[Cefpodoxime]","Sanofi Aventis",""
"","Sefox","[Cefpodoxime]","Navana Pharmaceuticals ",""
"","Sefox","[Cefpodoxime]","Navana Pharmaceuticals ",""
"","Sefox DS","[Cefpodoxime]","Navana Pharmaceuticals ",""
"","Starin","[Cefpodoxime]","Eskayef Bangladesh",""
"","Starin","[Cefpodoxime]","Eskayef Bangladesh",""
"","Starin","[Cefpodoxime]","Eskayef Bangladesh",""
"","Starin","[Cefpodoxime]","Eskayef Bangladesh",""
"","Starin DS","[Cefpodoxime]","Eskayef Bangladesh",""
"","Sudoxim","[Cefpodoxime]","SN Pharmaceuticals ",""
"","Taxetil","[Cefpodoxime]","Aristopharma ",""
"","Taxetil","[Cefpodoxime]","Aristopharma ",""
"","Taxetil","[Cefpodoxime]","Aristopharma ",""
"","Taxetil","[Cefpodoxime]","Aristopharma ",""
"","Taxetil","[Cefpodoxime]","Aristopharma ",""
"","Taxetil DS","[Cefpodoxime]","Aristopharma ",""
"","Toraxim","[Cefpodoxime]","Delta Pharma ",""
"","Toraxim","[Cefpodoxime]","Delta Pharma ",""
"","Trucef","[Cefpodoxime]","Renata ",""
"","Trucef","[Cefpodoxime]","Renata ",""
"","Trucef","[Cefpodoxime]","Renata ",""
"","Trucef","[Cefpodoxime]","Renata ",""
"","Trucef","[Cefpodoxime]","Renata ",""
"","Trucef DS","[Cefpodoxime]","Renata ",""
"","Vanprox","[Cefpodoxime]","Square Cephalosporins ",""
"","Vanprox","[Cefpodoxime]","Square Pharmaceuticals ",""
"","Vanprox","[Cefpodoxime]","Square Cephalosporins ",""
"","Vanprox","[Cefpodoxime]","Square Cephalosporins ",""
"","Vanprox Forte","[Cefpodoxime]","Square Pharmaceuticals ",""
"","Vercef","[Cefpodoxime]","Beximco Pharmaceuticals ",""
"","Vercef","[Cefpodoxime]","Beximco Pharmaceuticals ",""
"","Vercef","[Cefpodoxime]","Beximco Pharmaceuticals ",""
"","Vercef DS","[Cefpodoxime]","Beximco Pharmaceuticals ",""
"","Victorin","[Cefpodoxime]","Novo Healthcare and Pharma ",""
"","Victorin","[Cefpodoxime]","Novo Healthcare and Pharma ",""
"","Victorin","[Cefpodoxime]","Novo Healthcare and Pharma ",""
"","Xepodox","[Cefpodoxime]","Rangs Pharmaceuticals ",""
"","Xepodox","[Cefpodoxime]","Rangs Pharmaceuticals ",""
"","Ximeprox","[Cefpodoxime]","Incepta Pharmaceuticals ",""
"","Ximeprox","[Cefpodoxime]","Incepta Pharmaceuticals ",""
"","Ximeprox","[Cefpodoxime]","Incepta Pharmaceuticals ",""
"","Ximeprox","[Cefpodoxime]","Incepta Pharmaceuticals ",""
"","Ximeprox","[Cefpodoxime]","Incepta Pharmaceuticals ",""
"","Ximeprox","[Cefpodoxime]","Incepta Pharmaceuticals ",""
"","Ximeprox","[Cefpodoxime]","Incepta Pharmaceuticals ",""
"","Ximeprox DS","[Cefpodoxime]","Incepta Pharmaceuticals ",""
"","Ximocef","[Cefpodoxime]","Kumudini Pharma ",""
"","Ximocef","[Cefpodoxime]","Kumudini Pharma ",""
