brand_id,brand_name,brand_manufacturer,brand_generic
,Clavusef,Opsonin Pharma ,[Cefuroxime ; Clavulanic Acid]
,Fuclav-125,Drug International Ltd.,[Cefuroxime ; Clavulanic Acid]
,Fuclav-250,Drug International Ltd.,[Cefuroxime ; Clavulanic Acid]
,Fuclav-500,Drug International Ltd.,[Cefuroxime ; Clavulanic Acid]
,Furex CV,Drug International Ltd.,[Cefuroxime ; Clavulanic Acid]
,Furex CV 250,Drug International Ltd.,[Cefuroxime ; Clavulanic Acid]
,Furex CV 500,Drug International Ltd.,[Cefuroxime ; Clavulanic Acid]
,Furoclav,Renata ,[Cefuroxime ; Clavulanic Acid]
,Kefuclav,Eskayef Bangladesh,[Cefuroxime ; Clavulanic Acid]
,Xiclav 250,Ziska Pharmaceuticals ,[Cefuroxime ; Clavulanic Acid]
,Xiclav 500,Ziska Pharmaceuticals ,[Cefuroxime ; Clavulanic Acid]
,Xiclav GFS,Ziska Pharmaceuticals ,[Cefuroxime ; Clavulanic Acid]
,Adetil,Supreme Pharmaceuticals ,[Cefuroxime]
,Adrox,Ad din Pharmaceuticals ,[Cefuroxime]
,Axet,Orion Pharma ,[Cefuroxime]
,Axet IV/IM,Orion Pharma ,[Cefuroxime]
,Axetil,Alco Pharma ,[Cefuroxime]
,Axim,Aristopharma ,[Cefuroxime]
,Axim IV/IM,Aristopharma ,[Cefuroxime]
,Bactikil,Edruc ,[Cefuroxime]
,Cefobac,Popular Pharmaceuticals ,[Cefuroxime]
,Cefobac IV/IM,Popular Pharmaceuticals ,[Cefuroxime]
,Cefotil,Square Cephalosporins ,[Cefuroxime]
,Cefotil IV/IM,Square Cephalosporins ,[Cefuroxime]
,Cefoxil Dry Syrup,Rephco Pharmaceuticals ,[Cefuroxime]
,Cefoxil-250,Rephco Pharmaceuticals ,[Cefuroxime]
,Cefoxil-500,Rephco Pharmaceuticals ,[Cefuroxime]
,Cefroxil,Hallmark Pharmaceuticals ,[Cefuroxime]
,Cefstar,Pharmadesh Laboratories ,[Cefuroxime]
,Cefu M IV/IM,Medimet Pharmaceuticals ,[Cefuroxime]
,Cefurim,Somatec Pharmaceuticals ,[Cefuroxime]
,Cefuxet,Chemist Laboratories ,[Cefuroxime]
,Cerox A,ACI ltd.,[Cefuroxime]
,Cerox A IV/IM,ACI ltd.,[Cefuroxime]
,Cerox-A DS,ACI ltd.,[Cefuroxime]
,Cerox-A IV/IM,ACI ltd.,[Cefuroxime]
,Ceroxime,Asiatic Laboratories ,[Cefuroxime]
,Cexitil,Medicon Pharmaceuticals ,[Cefuroxime]
,Dexatil,Doctor's Chemicals Works ,[Cefuroxime]
,Eliroxime,Reliance Pharmaceuticals ,[Cefuroxime]
,Famicef,Acme Laboratories ,[Cefuroxime]
,Famicef IV/IM,Acme Laboratories ,[Cefuroxime]
,Fixcef,Navana Pharmaceuticals ,[Cefuroxime]
,Fixcef IV/IM,Navana Pharmaceuticals ,[Cefuroxime]
,Furex,Drug International Ltd.,[Cefuroxime]
,Furex IV/IM,Drug International Ltd.,[Cefuroxime]
,Furocef,Renata ,[Cefuroxime]
,Furocef IV/IM,Renata ,[Cefuroxime]
,Furotil,Healthcare Pharmaceuticals ,[Cefuroxime]
,Furotixol,Sharif Pharmaceuticals ,[Cefuroxime]
,Fuxtil,Pharmasia ,[Cefuroxime]
,Hemosaf,Drug International Ltd.,[Cefuroxime]
,Kfore,Kemiko Pharmaceuticals ,[Cefuroxime]
,Kilbac,Incepta Pharmaceuticals ,[Cefuroxime]
,Kilbac DS,Incepta Pharmaceuticals ,[Cefuroxime]
,Kilbac IV/IM,Incepta Pharmaceuticals ,[Cefuroxime]
,Kilmax,Eskayef Bangladesh,[Cefuroxime]
,Kilmax IV/IM,Eskayef Bangladesh,[Cefuroxime]
,Lepath,Amico Laboratories ,[Cefuroxime]
,Libotil,Libra Pharmaceuticls ,[Cefuroxime]
,Menat,Mystic Pharmaceuticals ,[Cefuroxime]
,Merocef,Ibn Sina Pharmaceutical,[Cefuroxime]
,Merocef IV/IM,Ibn Sina Pharmaceutical,[Cefuroxime]
,Mextil,Bio Pharma Laboratories ,[Cefuroxime]
,Mextil DS,Bio Pharma Laboratories ,[Cefuroxime]
,Mextil IV/IM,Bio Pharma Laboratories ,[Cefuroxime]
,Orextil,Monicopharma ,[Cefuroxime]
,Orextil 500,Monicopharma ,[Cefuroxime]
,Primocef,Novo Healthcare and Pharma ,[Cefuroxime]
,Probac,Silva Pharmaceuticals ,[Cefuroxime]
,Recofast,Rangs Pharmaceuticals ,[Cefuroxime]
,Recofast IM/IV,Rangs Pharmaceuticals ,[Cefuroxime]
,Rofurox,Radiant Pharmaceutical ,[Cefuroxime]
,Rofurox?˜IM / IV,Radiant Pharmaceutical ,[Cefuroxime]
,Roxibac,RAK Pharmaceuticals ,[Cefuroxime]
,Roxilab,Labaid Pharmaceuticals ,[Cefuroxime]
,Roxilab 500,Labaid Pharmaceuticals ,[Cefuroxime]
,Roxilab-250,Labaid Pharmaceuticals ,[Cefuroxime]
,Secomax,General Pharmaceuticals ,[Cefuroxime]
,Sefatil,Pacific Pharmaceuticals ,[Cefuroxime]
,Sefur,Opsonin Pharma ,[Cefuroxime]
,Sefur DS,Opsonin Pharma ,[Cefuroxime]
,Sefur IV/IM,Opsonin Pharma ,[Cefuroxime]
,Sefurox,Sanofi Aventis,[Cefuroxime]
,Sefurox IV/IM,Sanofi Aventis,[Cefuroxime]
,Staxim,Delta Pharma ,[Cefuroxime]
,Til,Apex Pharmaceuticals ,[Cefuroxime]
,Turbocef,Beximco Pharmaceuticals ,[Cefuroxime]
,Turbocef IV/IM,Beximco Pharmaceuticals ,[Cefuroxime]
,Uroxime,Euro Pharma ,[Cefuroxime]
,Vexotil,Organic Health Care,[Cefuroxime]
,Winfax,White Horse Pharma,[Cefuroxime]
,Xefrim,Beacon Pharmaceuticals ,[Cefuroxime]
,Ximetil,Globe Pharmaceuticals ,[Cefuroxime]
,Ximetil IV/IM,Globe Pharmaceuticals ,[Cefuroxime]
,Ximorox,Kumudini Pharma ,[Cefuroxime]
,Xitil,Ziska Pharmaceuticals ,[Cefuroxime]
,Xorimax,Novartis,[Cefuroxime]
,Xtil,Syntho Laboratories ,[Cefuroxime]
,Zinacef,"Ferring GmbH, Germany",[Cefuroxime]
,Zinatil,Everest Pharmaceuticals ,[Cefuroxime]
,Zinnat,Glaxo SmithKline Bangladesh ,[Cefuroxime]
,Acicox 100,ACI ltd.,[Celecoxib]
,Celeco,Medimet Pharmaceuticals ,[Celecoxib]
,Celenta,Incepta Pharmaceuticals ,[Celecoxib]
,Celoxib,Ziska Pharmaceuticals ,[Celecoxib]
,Cox B,Beximco Pharmaceuticals ,[Celecoxib]
,Coxib,Alco Pharma ,[Celecoxib]
,Ezy,Eskayef Bangladesh,[Celecoxib]
,Selecox,Square Pharmaceuticals ,[Celecoxib]
,Celipress,Eskayef Bangladesh,[Celiprolol Hydrochloride]
,Abac,Chemist Laboratories ,[Cephalexin]
,Acelex,Acme Laboratories ,[Cephalexin]
,Alexin,Renata ,[Cephalexin]
,Alsporin,Renata ,[Cephalexin]
,Avloxin,ACI ltd.,[Cephalexin]
,Cefalex,Drug International Ltd.,[Cephalexin]
,Cefex,Doctor's Chemicals Works ,[Cephalexin]
,Ceflex,Theraputics,[Cephalexin]
,Cephalen,Beximco Pharmaceuticals ,[Cephalexin]
,Cephaxin,Pharmadesh Laboratories ,[Cephalexin]
,Ceporal,Medimet Pharmaceuticals ,[Cephalexin]
,Ceporex,Glaxo SmithKline Bangladesh ,[Cephalexin]
,Ceporin,Square Pharmaceuticals ,[Cephalexin]
,Ceporin DT,Square Pharmaceuticals ,[Cephalexin]
,Edicef,Edruc ,[Cephalexin]
,G Cephalexin,Gonoshasthaya Pharmaceuticals ,[Cephalexin]
,Hi Cef,Hudson Pharmaceuticals ,[Cephalexin]
,Keflin,Opsonin Pharma ,[Cephalexin]
,Navalexin,Navana Pharmaceuticals ,[Cephalexin]
,Neorex,Eskayef Bangladesh,[Cephalexin]
,Nufex,General Pharmaceuticals ,[Cephalexin]
,Sefro,Navana Pharmaceuticals ,[Cephalexin]
,Selex,Orion Pharma ,[Cephalexin]
,Sulpralex,Bio Pharma Laboratories ,[Cephalexin]
,Supralex,Bio Pharma Laboratories ,[Cephalexin]
,Abac,Chemist Laboratories ,[Cephradine]
,Acefra,Apollo Pharmaceutical Laboratories ,[Cephradine]
,Adecef,Supreme Pharmaceuticals ,[Cephradine]
,Adecef DS,Supreme Pharmaceuticals ,[Cephradine]
,Ancef,Unimed & Unihealth Manufacturers ,[Cephradine]
,Ancef Forte,Unimed & Unihealth Manufacturers ,[Cephradine]
,Aphrin,Apex Pharmaceuticals ,[Cephradine]
,Aphrin DS,Apex Pharmaceuticals ,[Cephradine]
,Aphrin IV/IM,Apex Pharmaceuticals ,[Cephradine]
,Aphrin PFS,Apex Pharmaceuticals ,[Cephradine]
,Avlosef,ACI ltd.,[Cephradine]
,Avlosef DS,ACI ltd.,[Cephradine]
,Avlosef IV/IM,ACI ltd.,[Cephradine]
,Belocef,Amico Laboratories ,[Cephradine]
,Belocef DS,Amico Laboratories ,[Cephradine]
,Benocef,Benham Pharmaceuticals ,[Cephradine]
,Benocef DS,Benham Pharmaceuticals ,[Cephradine]
,Betasef,Alco Pharma ,[Cephradine]
,Betasef DS,Alco Pharma ,[Cephradine]
,Brace,Hallmark Pharmaceuticals ,[Cephradine]
,Cefad,Mystic Pharmaceuticals ,[Cephradine]
,Cefadin,Ziska Pharmaceuticals ,[Cephradine]
,Cefadin 1gm IV/IM,Ziska Pharmaceuticals ,[Cephradine]
,Cefadin 500 IV/IM,Ziska Pharmaceuticals ,[Cephradine]
,Cefasia,Pharmasia ,[Cephradine]
,Cefasia DS,Pharmasia ,[Cephradine]
,Ceflin,Nipa Pharmaceuticals ,[Cephradine]
,Cefracef,NIPRO JMI Pharma ,[Cephradine]
,Ceframed,Medimet Pharmaceuticals ,[Cephradine]
,Ceframed IV/IM,Medimet Pharmaceuticals ,[Cephradine]
,Cefranov,Novus Pharmaceuticals ,[Cephradine]
,Cefrasyn,Syntho Laboratories ,[Cephradine]
,Ceodin,Central Pharmaceutical ,[Cephradine]
,Cephadin,Square Pharmaceuticals ,[Cephradine]
,Cephid,Zenith Pharmaceuticals ,[Cephradine]
,Cephracap,Euro Pharma ,[Cephradine]
,Cephradex,Shamsul Al Amin Pharmaceuticals ,[Cephradine]
,Cephradex DS,Shamsul Al Amin Pharmaceuticals ,[Cephradine]
,Cephran,Opsonin Pharma ,[Cephradine]
,Cephran DS,Opsonin Pharma ,[Cephradine]
,Cephran IV/IM,Opsonin Pharma ,[Cephradine]
,Ceproval,Peoples Pharma ,[Cephradine]
,Coscef,Cosmo Pharma Laboratories ,[Cephradine]
,Cusef,Delta Pharma ,[Cephradine]
,Cusef DS,Delta Pharma ,[Cephradine]
,Cusef P/D,Delta Pharma ,[Cephradine]
,Dicef,Drug International Ltd.,[Cephradine]
,Dicef Forte,Drug International Ltd.,[Cephradine]
,Dicef IV/IM,Drug International Ltd.,[Cephradine]
,Dolcef,Dolphin Pharmaceuticals ,[Cephradine]
,Dolocef,Techno Drugs ,[Cephradine]
,Dolocef IV/IM,Techno Drugs ,[Cephradine]
,Edin,Millat Pharmaceuticals ,[Cephradine]
,Edin DS,Millat Pharmaceuticals ,[Cephradine]
,Efrad,Edruc ,[Cephradine]
,Eusef,Globe Pharmaceuticals ,[Cephradine]
,Eusef IV/IM,Globe Pharmaceuticals ,[Cephradine]
,Eusefs DS,Globe Pharmaceuticals ,[Cephradine]
,Evecef,Everest Pharmaceuticals ,[Cephradine]
,Extracef,Aristopharma ,[Cephradine]
,Extracef DS,Aristopharma ,[Cephradine]
,Extracef IV/IM,Aristopharma ,[Cephradine]
,G Cefradine,Gonoshasthaya Pharmaceuticals ,[Cephradine]
,Gigacef,Pacific Pharmaceuticals ,[Cephradine]
,Indocef,Indobangla Pharmaceuticals,[Cephradine]
,Intracef,Beximco Pharmaceuticals ,[Cephradine]
,Intracef DS,Beximco Pharmaceuticals ,[Cephradine]
,Intracef IV/IM,Beximco Pharmaceuticals ,[Cephradine]
,Jedine,Ad din Pharmaceuticals ,[Cephradine]
,Kefdrin,Glaxo SmithKline Bangladesh ,[Cephradine]
,Keprad,Sonear Laboratories ,[Cephradine]
,Lebac,Square Cephalosporins ,[Cephradine]
,Lebac Forte,Square Cephalosporins ,[Cephradine]
,Lebac IV/IM,Square Cephalosporins ,[Cephradine]
,Libradin,Libra Pharmaceuticls ,[Cephradine]
,Libradin 500,Libra Pharmaceuticls ,[Cephradine]
,Lindex,Rangs Pharmaceuticals ,[Cephradine]
,Lindex DS,Rangs Pharmaceuticals ,[Cephradine]
,Lindex IV/IM,Rangs Pharmaceuticals ,[Cephradine]
,Medicef,Medicon Pharmaceuticals ,[Cephradine]
,Mefrad,Modern Pharmaceuticals ,[Cephradine]
,Mefrad DS,Modern Pharmaceuticals ,[Cephradine]
,Mega Cef,Hudson Pharmaceuticals ,[Cephradine]
,Megacin,Novartis,[Cephradine]
,Megacin IV/IM,Novartis,[Cephradine]
,Multicef,Desh Pharmaceuticals ,[Cephradine]
,Mycef,Ambee Pharmaceuticals ,[Cephradine]
,Novadin,Aexim Pharmaceuticals ,[Cephradine]
,P Cef,Pharmadesh Laboratories ,[Cephradine]
,P-Cef DS,Pharmadesh Laboratories ,[Cephradine]
,Polycef,Renata ,[Cephradine]
,Polycef DS,Renata ,[Cephradine]
,Polycef IV/IM,Renata ,[Cephradine]
,Procef,Incepta Pharmaceuticals ,[Cephradine]
,Procef DS FORTE,Incepta Pharmaceuticals ,[Cephradine]
,Procef IV/IM,Incepta Pharmaceuticals ,[Cephradine]
,Rad,Decent Pharma Laboratories ,[Cephradine]
,Recef,Reman Drug Laboratories ,[Cephradine]
,Recepra,Reliance Pharmaceuticals ,[Cephradine]
,Reocef,Rephco Pharmaceuticals ,[Cephradine]
,Revoc,Novo Healthcare and Pharma ,[Cephradine]
,Revoc DS,Novo Healthcare and Pharma ,[Cephradine]
,Rocef,Healthcare Pharmaceuticals ,[Cephradine]
,Rocef DS FORTE,Healthcare Pharmaceuticals ,[Cephradine]
,Roxicef,Popular Pharmaceuticals ,[Cephradine]
,Roxicef DS,Popular Pharmaceuticals ,[Cephradine]
,Roxicef IV/IM,Popular Pharmaceuticals ,[Cephradine]
,Sefacin,Kumudini Pharma ,[Cephradine]
,Sefin,Orion Pharma ,[Cephradine]
,Sefin 250 IV/IM,Orion Pharma ,[Cephradine]
,Sefin DS,Orion Pharma ,[Cephradine]
,Sefin IV/IM,Orion Pharma ,[Cephradine]
,Sefnin,Monicopharma ,[Cephradine]
,Sefrad,Sanofi Aventis,[Cephradine]
,Sefrad DS,Sanofi Aventis,[Cephradine]
,Sefrad IV/IM,Sanofi Aventis,[Cephradine]
,Sefrate,Bristol Pharma ,[Cephradine]
,Sefril,Acme Laboratories ,[Cephradine]
,Sefril DS,Acme Laboratories ,[Cephradine]
,Sefril IV/IM,Acme Laboratories ,[Cephradine]
,Sefro,Navana Pharmaceuticals ,[Cephradine]
,Sefro HS,Navana Pharmaceuticals ,[Cephradine]
,Sefro IV/IM,Navana Pharmaceuticals ,[Cephradine]
,Seftec,APC Pharma ,[Cephradine]
,Sephar,RAK Pharmaceuticals ,[Cephradine]
,Sephar DS,RAK Pharmaceuticals ,[Cephradine]
,Sephar PFS,RAK Pharmaceuticals ,[Cephradine]
,Sepra-S,Seema Pharmaceuticals ,[Cephradine]
,Septa,Doctor's Chemicals Works ,[Cephradine]
,Septacef,SN Pharmaceuticals ,[Cephradine]
,Sicef,Silva Pharmaceuticals ,[Cephradine]
,Sicef DS,Silva Pharmaceuticals ,[Cephradine]
,Sicef S,Silva Pharmaceuticals ,[Cephradine]
,Sinaceph,Ibn Sina Pharmaceutical,[Cephradine]
,Sinaceph DS,Ibn Sina Pharmaceutical,[Cephradine]
,Sinaceph IV/IM,Ibn Sina Pharmaceutical,[Cephradine]
,Sk Cef,Eskayef Bangladesh,[Cephradine]
,Sk Cef DS,Eskayef Bangladesh,[Cephradine]
,Sk Cef IV/IM,Eskayef Bangladesh,[Cephradine]
,Sporin,Marksman Pharmaceutical ,[Cephradine]
,Supracef,Bio Pharma Laboratories ,[Cephradine]
,Supracef F DS,Bio Pharma Laboratories ,[Cephradine]
,Supracef Inj,Bio Pharma Laboratories ,[Cephradine]
,Tydin,Somatec Pharmaceuticals ,[Cephradine]
,Tydin DS,Somatec Pharmaceuticals ,[Cephradine]
,Ultrasef,Jayson Pharmaceuticals ,[Cephradine]
,Vecef,Asiatic Laboratories ,[Cephradine]
,Vecef DS,Asiatic Laboratories ,[Cephradine]
,Velogen,General Pharmaceuticals ,[Cephradine]
,Velox,Kemiko Pharmaceuticals ,[Cephradine]
,Wincef,White Horse Pharma,[Cephradine]
,Zecef,GA Company ,[Cephradine]
,Zenaf,Cosmic Chemical Industries ,[Cephradine]
,Bongel,General Pharmaceuticals ,[Cetalkonium Chloride  ; Choline Salicylate]
,Acitrin,ACI ltd.,[Cetirizine Dihydrochloride]
,Actizen,Ambee Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Alarex,Popular Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Alatin,Concord Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Alatrol,Square Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Aletrin,Reman Drug Laboratories ,[Cetirizine Dihydrochloride]
,Allercet,Marksman Pharmaceutical ,[Cetirizine Dihydrochloride]
,Allernil,Kemiko Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Antrin,Central Pharmaceutical ,[Cetirizine Dihydrochloride]
,Arcet,NIPRO JMI Pharma ,[Cetirizine Dihydrochloride]
,Asitrol,Asiatic Laboratories ,[Cetirizine Dihydrochloride]
,Atrizin,Beximco Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Atrol,Ziska Pharmaceuticals ,[Cetirizine Dihydrochloride]
,B-cet,Belsen Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Bptrol,Bristol Pharma ,[Cetirizine Dihydrochloride]
,Ceritec,SN Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Cesil,Silva Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Cetirizine,APC Pharma ,[Cetirizine Dihydrochloride]
,Cetizin,Acme Laboratories ,[Cetirizine Dihydrochloride]
,Cetjet,Reliance Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Cetra,Cosmo Pharma Laboratories ,[Cetirizine Dihydrochloride]
,Cetril,Chemist Laboratories ,[Cetirizine Dihydrochloride]
,Cetrimax,Novus Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Cetrin,Drug International Ltd.,[Cetirizine Dihydrochloride]
,Cetriz,Astra Biopharmaceuticals ,[Cetirizine Dihydrochloride]
,Cetzin,Cosmic Chemical Industries ,[Cetirizine Dihydrochloride]
,Cezin,Medicon Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Cipzin,Seema Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Cirizin,Ad din Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Citin,Opsonin Pharma ,[Cetirizine Dihydrochloride]
,Citizen,Zenith Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Cizin,Nipa Pharmaceuticals ,[Cetirizine Dihydrochloride]
,CTZ Tab,Delta Pharma ,[Cetirizine Dihydrochloride]
,CZ,Organic Health Care,[Cetirizine Dihydrochloride]
,Dyno,Rephco Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Dyzin,Amico Laboratories ,[Cetirizine Dihydrochloride]
,Etizin,Edruc ,[Cetirizine Dihydrochloride]
,Flustat,Decent Pharma Laboratories ,[Cetirizine Dihydrochloride]
,Histacet,Medimet Pharmaceuticals ,[Cetirizine Dihydrochloride]
,HI-Trol,Hudson Pharmaceuticals ,[Cetirizine Dihydrochloride]
,I-Cet,Indobangla Pharmaceuticals,[Cetirizine Dihydrochloride]
,Moset,Monicopharma ,[Cetirizine Dihydrochloride]
,Mystacin,Mystic Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Noler,Alco Pharma ,[Cetirizine Dihydrochloride]
,Nosemin,Ibn Sina Pharmaceutical,[Cetirizine Dihydrochloride]
,No-Trol,Aexim Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Ontin,Eskayef Bangladesh,[Cetirizine Dihydrochloride]
,Ontin F/C,Eskayef Bangladesh,[Cetirizine Dihydrochloride]
,Opzin,Pharmadesh Laboratories ,[Cetirizine Dihydrochloride]
,Orgy,Kumudini Pharma ,[Cetirizine Dihydrochloride]
,Procet,Somatec Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Proler,Hallmark Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Rhinil,Aristopharma ,[Cetirizine Dihydrochloride]
,Riz,Orion Pharma ,[Cetirizine Dihydrochloride]
,Rizin,GA Company ,[Cetirizine Dihydrochloride]
,Sarcet-10,White Horse Pharma,[Cetirizine Dihydrochloride]
,Sartec,Rangs Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Satrol,Shamsul Al Amin Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Setir,Amulet Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Sytrol,Syntho Laboratories ,[Cetirizine Dihydrochloride]
,Tiramin,Renata ,[Cetirizine Dihydrochloride]
,Tiz,Euro Pharma ,[Cetirizine Dihydrochloride]
,Trin,Globe Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Trizin,Navana Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Vircet,Virgo Pharmaceuticals ,[Cetirizine Dihydrochloride]
,Zinal,Unimed & Unihealth Manufacturers ,[Cetirizine Dihydrochloride]
,Zyrtec,Desh Pharmaceuticals ,[Cetirizine Dihydrochloride]
,G Antiseptic,Gonoshasthaya Pharmaceuticals ,[Cetrimide  ; Chlorhexidine Gluconate]
,Hibisol,Apex Pharmaceuticals ,[Cetrimide  ; Chlorhexidine Gluconate]
,Hyginol,Millat Pharmaceuticals ,[Cetrimide  ; Chlorhexidine Gluconate]
,Savlon,ACI ltd.,[Cetrimide  ; Chlorhexidine Gluconate]
,Seplon,Indobangla Pharmaceuticals,[Cetrimide  ; Chlorhexidine Gluconate]
,Sepnil,Square Pharmaceuticals ,[Cetrimide  ; Chlorhexidine Gluconate]
,Welon,Eskayef Bangladesh,[Cetrimide  ; Chlorhexidine Gluconate]
,Clenol,Mystic Pharmaceuticals ,[Cetrimide 0.5% ; Chlorhexidine Hydrochloride 0.1%]
,Hyginol,Millat Pharmaceuticals ,[Cetrimide 0.5% ; Chlorhexidine Hydrochloride 0.1%]
,Kevilon,Opsonin Pharma ,[Cetrimide 0.5% ; Chlorhexidine Hydrochloride 0.1%]
,Savlon,ACI ltd.,[Cetrimide 0.5% ; Chlorhexidine Hydrochloride 0.1%]
,Cetrotide,Janata Pharma,[Cetrorelix]
,Leukeran,Excella Germany,[Chlorambucil]
,Chloramex E/E,Renata ,[Chloramphenicol  :(ED)]
,"Icol E/E 	",ACI ltd.,[Chloramphenicol  :(ED)]
,I-Guard 0.5,Incepta Pharmaceuticals ,[Chloramphenicol  :(ED)]
,Ocuram,Navana Pharmaceuticals ,[Chloramphenicol  :(ED)]
,Ocutrex,Beximco Pharmaceuticals ,[Chloramphenicol  :(ED)]
,Opsophenicol E/E,Opso Saline ,[Chloramphenicol  :(ED)]
,SQ-Mycetin,Square Pharmaceuticals ,[Chloramphenicol  :(ED)]
,Supraphen 5%,GA Company ,[Chloramphenicol  :(ED)]
,A Phenicol,Acme Laboratories ,[Chloramphenicol 0.5%  :(EDs)]
,Aristophen,Aristopharma ,[Chloramphenicol 0.5%  :(EDs)]
,Chemophenicol,Chemist Laboratories ,[Chloramphenicol 0.5%  :(EDs)]
,Chloramex E/E,Renata ,[Chloramphenicol 0.5%  :(EDs)]
,Chlorphen,Nipa Pharmaceuticals ,[Chloramphenicol 0.5%  :(EDs)]
,Cloram,Ibn Sina Pharmaceutical,[Chloramphenicol 0.5%  :(EDs)]
,Edrumycetin,Edruc ,[Chloramphenicol 0.5%  :(EDs)]
,G Chloramphenicol E/E,Gonoshasthaya Pharmaceuticals ,[Chloramphenicol 0.5%  :(EDs)]
,Icol E/E,ACI ltd.,[Chloramphenicol 0.5%  :(EDs)]
,I-Guard 0.5,Incepta Pharmaceuticals ,[Chloramphenicol 0.5%  :(EDs)]
,Nicol,Rephco Pharmaceuticals ,[Chloramphenicol 0.5%  :(EDs)]
,Ocubac,Apex Pharmaceuticals ,[Chloramphenicol 0.5%  :(EDs)]
,Ocuclor,General Pharmaceuticals ,[Chloramphenicol 0.5%  :(EDs)]
,Ocuram,Navana Pharmaceuticals ,[Chloramphenicol 0.5%  :(EDs)]
,Ocutrex,Beximco Pharmaceuticals ,[Chloramphenicol 0.5%  :(EDs)]
,Opsophenicol,Opso Saline ,[Chloramphenicol 0.5%  :(EDs)]
,Optabac,Popular Pharmaceuticals ,[Chloramphenicol 0.5%  :(EDs)]
,Optaphenicol,Reman Drug Laboratories ,[Chloramphenicol 0.5%  :(EDs)]
,Opthacol,Drug International Ltd.,[Chloramphenicol 0.5%  :(EDs)]
,Optichlor,Jayson Pharmaceuticals ,[Chloramphenicol 0.5%  :(EDs)]
,Opticol,Asiatic Laboratories ,[Chloramphenicol 0.5%  :(EDs)]
,Ramphen,Kemiko Pharmaceuticals ,[Chloramphenicol 0.5%  :(EDs)]
,Spersanicol E/E,Novartis,[Chloramphenicol 0.5%  :(EDs)]
,SQ-Mycetin,Square Pharmaceuticals ,[Chloramphenicol 0.5%  :(EDs)]
,Supraphen,GA Company ,[Chloramphenicol 0.5%  :(EDs)]
,A- Phenical D,Acme Laboratories ,[Chloramphenicol 0.5% ; Dexamethasone 0.1% :(E/EP)]
,A-Phenicol-D,Acme Laboratories ,[Chloramphenicol 0.5% ; Dexamethasone 0.1% :(E/EP)]
,Chlormet,Beximco Pharmaceuticals ,[Chloramphenicol 0.5% ; Dexamethasone 0.1% :(E/EP)]
,Chlorodex,Nipa Pharmaceuticals ,[Chloramphenicol 0.5% ; Dexamethasone 0.1% :(E/EP)]
,Cloradex,Navana Pharmaceuticals ,[Chloramphenicol 0.5% ; Dexamethasone 0.1% :(E/EP)]
,Cloram D,Ibn Sina Pharmaceutical,[Chloramphenicol 0.5% ; Dexamethasone 0.1% :(E/EP)]
,Decalor,Jayson Pharmaceuticals ,[Chloramphenicol 0.5% ; Dexamethasone 0.1% :(E/EP)]
,Denicol,ACI ltd.,[Chloramphenicol 0.5% ; Dexamethasone 0.1% :(E/EP)]
,Dexacol,Opso Saline ,[Chloramphenicol 0.5% ; Dexamethasone 0.1% :(E/EP)]
,Dexagen C,General Pharmaceuticals ,[Chloramphenicol 0.5% ; Dexamethasone 0.1% :(E/EP)]
,Dexagurd,Incepta Pharmaceuticals ,[Chloramphenicol 0.5% ; Dexamethasone 0.1% :(E/EP)]
,Dexchlor,GA Company ,[Chloramphenicol 0.5% ; Dexamethasone 0.1% :(E/EP)]
,Dexonex-C,Square Pharmaceuticals ,[Chloramphenicol 0.5% ; Dexamethasone 0.1% :(E/EP)]
,Nicodex,Rephco Pharmaceuticals ,[Chloramphenicol 0.5% ; Dexamethasone 0.1% :(E/EP)]
,Ocubac-D,Apex Pharmaceuticals ,[Chloramphenicol 0.5% ; Dexamethasone 0.1% :(E/EP)]
,Optadex,Reman Drug Laboratories ,[Chloramphenicol 0.5% ; Dexamethasone 0.1% :(E/EP)]
,Opticol-D,Asiatic Laboratories ,[Chloramphenicol 0.5% ; Dexamethasone 0.1% :(E/EP)]
